image	English query	German query
https://tlk.s3.yandex.net/Fashion-200K/91113845_1.jpeg	White sequined design chiffon skirt with back slit, beige high heels, formal	Weißer Chiffonrock mit Pailletten-Design und Rückenschlitz, beige High Heels, formell
https://tlk.s3.yandex.net/Fashion-200K/91135914_3.jpeg	See-Through Button Down Long Sleeve Shirt Women	Durchsichtiges Button-Down-Langarmhemd Damen
https://tlk.s3.yandex.net/Fashion-200K/91065937_2.jpeg	White and blue stripe cotton long shirt, daily wear	Langes Hemd aus Baumwolle mit weißen und blauen Streifen, tägliche Kleidung
https://tlk.s3.yandex.net/Fashion-200K/91313402_4.jpeg	Women Printed Short Sleeve Summer Dress	Damen bedrucktes Kurzarm-Sommerkleid
https://tlk.s3.yandex.net/Fashion-200K/90926051_0.jpeg	Gray thick leggings with pink stripe on the sides, sports or gym wear	Graue dicke Leggings mit rosa Streifen an den Seiten, Sport- oder Fitnessbekleidung
https://tlk.s3.yandex.net/Fashion-200K/55875938_1.jpeg	Brown faux fur thick winter jacket	Braune dicke Winterjacke aus Kunstpelz
https://tlk.s3.yandex.net/Fashion-200K/78586485_0.jpeg	Dark Blue Ankle Length Dhoti Pants	Dunkelblaue knöchellange Dhoti-Hose
https://tlk.s3.yandex.net/Fashion-200K/87545198_5.jpeg	Long Sleeve White V-Neck Button Down Dress	Langärmliges weißes Kleid mit V-Ausschnitt und Knöpfen
https://tlk.s3.yandex.net/Fashion-200K/90531566_0.jpeg	Thick wool shawl like chaleko, autumn or winter wear	Dicker Wollschal wie Chaleko, Herbst- oder Winterkleidung
https://tlk.s3.yandex.net/Fashion-200K/90655653_0.jpeg	burgundy low back solid color knee length dress	burgundfarbenes knielanges Kleid mit niedrigem Rücken und tiefem Rücken
https://tlk.s3.yandex.net/Fashion-200K/91411650_0.jpeg	Blue shoulder strap below the knee pleats chiffon dress, formal	Blauer Schultergurt unterhalb des Knies Falten Chiffonkleid, formell
https://tlk.s3.yandex.net/Fashion-200K/91074809_0.jpeg	Simple black garterized fitted pants, office wear	Einfache schwarze Strumpfhose, Bürokleidung
https://tlk.s3.yandex.net/Fashion-200K/89375336_0.jpeg	Gray cotton fitted dress with black leather jacket, casual wear	Tailliertes Kleid aus grauer Baumwolle mit schwarzer Lederjacke, Freizeitkleidung
https://tlk.s3.yandex.net/Fashion-200K/90641834_4.jpeg	Trackpant Cotton Cashmere black colour for women	Trainingshose Baumwolle Kaschmir Farbe schwarz für Damen
https://tlk.s3.yandex.net/Fashion-200K/89958677_2.jpeg	Navy Blue Floral Design Wide Leg Slacks Pant	Marineblaue Hose mit weitem Bein und Blumenmuster
https://tlk.s3.yandex.net/Fashion-200K/90831523_1.jpeg	black skirt above the knees, solid color	schwarzer Rock über den Knien, einfarbig
https://tlk.s3.yandex.net/Fashion-200K/82009056_0.jpeg	Leaf design printed on blouse full sleeve for women blue colour	Blattdesign auf Bluse mit vollem Ärmel für Damen blaue Farbe gedruckt
https://tlk.s3.yandex.net/Fashion-200K/90381826_0.jpeg	casual burgundy pants, fitted to the body	lässige burgunderfarbene Hose, am Körper anliegend
https://tlk.s3.yandex.net/Fashion-200K/91337351_1.jpeg	Kamila colour block bomber jacket with hood	Kamila Bomberjacke mit Kapuze im Colorblock-Stil
https://tlk.s3.yandex.net/Fashion-200K/91136497_2.jpeg	Waist High Slit Dresses Long Evening Party Gowns	Taillenhohe Schlitzkleider Lange Abendkleider
https://tlk.s3.yandex.net/Fashion-200K/91195248_0.jpeg	Silk Blouse With Ruffles with beautiful light colour for womwn	Seidenbluse mit Rüschen in schöner heller Farbe für Damen
https://tlk.s3.yandex.net/Fashion-200K/84944560_0.jpeg	Knit Pull-On Slim Skirt white colour for women	Schmaler Strickrock zum Anziehen Farbe weiß für Damen
https://tlk.s3.yandex.net/Fashion-200K/91156502_0.jpeg	White short sleeve asymmetric T shirt	Weißes asymmetrisches T-Shirt mit kurzen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/90985357_2.jpeg	Velvet Straight Leg Trouser Black colour	Hose mit geradem Bein aus Samt Schwarz Farbe
https://tlk.s3.yandex.net/Fashion-200K/91098812_2.jpeg	Lululemon To The Point Long Sleeve front printed	Lululemon Auf den Punkt Lange Ärmel vorne bedruckt
https://tlk.s3.yandex.net/Fashion-200K/91056671_0.jpeg	piper woot skirt long with two shade colour	piper woot Rock lang mit zwei Farbtönen
https://tlk.s3.yandex.net/Fashion-200K/51320507_2.jpeg	Mini Dress with knit down side sexy look	Minikleid mit gestrickter Daunenseite sexy Look
https://tlk.s3.yandex.net/Fashion-200K/90725591_2.jpeg	leather black colour dress for women with belt	schwarzes Lederkleid für Damen mit Gürtel
https://tlk.s3.yandex.net/Fashion-200K/91335860_8.jpeg	Women's Petite Blue Midi Dress sleeveless	Damen Petite blaues Midikleid ärmellos
https://tlk.s3.yandex.net/Fashion-200K/90920161_1.jpeg	SILK CHIFFON DRESS SLEEVELESS FOR WOMEN BLACK COLOR	SEIDENCHIFFONKLEID ÄRMELLOS FÜR DAMEN SCHWARZ FARBE
https://tlk.s3.yandex.net/Fashion-200K/91281722_0.jpeg	Indigo colour Cotton blend long neck dress for women	Langhalskleid aus indigofarbener Baumwollmischung für Damen
https://tlk.s3.yandex.net/Fashion-200K/71679764_6.jpeg	BLACK FAUX LEATHER FRINGE CROPPED JACKET	KURZE JACKE AUS SCHWARZEM KUNSTLEDER MIT FRANSEN
https://tlk.s3.yandex.net/Fashion-200K/89742506_4.jpeg	Printed stylish partywear loose top for women	Bedrucktes stylisches Partywear-loses Oberteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/91321735_0.jpeg	Slim Fit Dress Large Taupe in plain black colour	Slim Fit Kleid groß Taupe in einfarbiger schwarzer Farbe
https://tlk.s3.yandex.net/Fashion-200K/90916661_0.jpeg	Stylish slim fit white skirt for women	Stylischer Slim Fit weißer Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/91217435_0.jpeg	LEATHER BLACK COLOUR JACKET WITH BELT DESIGN	SCHWARZE LEDERJACKE MIT GÜRTEL-DESIGN
https://tlk.s3.yandex.net/Fashion-200K/91193708_2.jpeg	Casual T shirt black pure for women	Lässiges T-Shirt schwarz pur für Damen
https://tlk.s3.yandex.net/Fashion-200K/91243726_4.jpeg	feminine ruffled trim sleeveless sheath dress	feminines ärmelloses Etuikleid mit Rüschenbesatz
https://tlk.s3.yandex.net/Fashion-200K/91249607_0.jpeg	TALL Clean Double Strap Crepe Pencil Midi Dress	HOHES, sauberes Midikleid aus Krepp mit doppeltem Riemen und Bleistift
https://tlk.s3.yandex.net/Fashion-200K/67751365_0.jpeg	Full sleeve maxi dress for womwn	Maxikleid mit vollem Ärmel für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91118799_2.jpeg	Arm cut design full sleeve white colour v neck shirt	Arm geschnittenes Design weißes Hemd mit V-Ausschnitt und vollen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/91411198_1.jpeg	Plain white colour shirt with collar style	Einfarbiges weißes Hemd mit Kragen Stil
https://tlk.s3.yandex.net/Fashion-200K/90977432_2.jpeg	Stylish black leather skirt for women	Stylischer schwarzer Lederrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/90912817_2.jpeg	Loose fit wine red trousers for women	Locker geschnittene weinrote Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/89790795_0.jpeg	Stylish black leather jacket for women	Stylische schwarze Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/90310103_1.jpeg	Slim fit white cotton top for women	Slim Fit weißes Baumwoll-Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/91414948_0.jpeg	Winter wear grey midi dress for women	Winterkleidung graues Midikleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/90196584_3.jpeg	black color long sleeve women casual shirt	schwarze Farbe langarm Damen Freizeithemd
https://tlk.s3.yandex.net/Fashion-200K/89816390_0.jpeg	Slim fit black midi partywear dress for women	Slim Fit schwarzes Midi-Partykleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/90711450_3.jpeg	Black casual winter wear coat for women	Schwarzer lässiger Wintermantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91150021_0.jpeg	Black colored patterned women's casual blouse	Schwarz gemusterte Damen Freizeitbluse
https://tlk.s3.yandex.net/Fashion-200K/91318875_0.jpeg	Burgundy color and pleated women's long skirt	Burgunderfarbener und plissierter langer Damenrock
https://tlk.s3.yandex.net/Fashion-200K/91187218_0.jpeg	Office wear black slim fit trousers for women	Bürokleidung schwarze Slim Fit Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/91382348_1.jpeg	Pink color short sleeve women casual tshirt	Rosa Farbe Kurzarm Damen Casual T-Shirt
https://tlk.s3.yandex.net/Fashion-200K/89082053_1.jpeg	Loose fit white cotton top for women	Weißes Baumwoll-Top mit lockerer Passform für Damen
https://tlk.s3.yandex.net/Fashion-200K/91379905_2.jpeg	Half sleeve white cotton midi dress for women	Weißes Baumwoll-Midikleid mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/87972761_4.jpeg	women's long black colored slit skirt	langer schwarzer Schlitzrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/90857307_1.jpeg	Full sleeve black jacket with skirt	Schwarze Jacke mit langen Ärmeln und Rock
https://tlk.s3.yandex.net/Fashion-200K/90741038_1.jpeg	Wine red cotton top for women	Weinrotes Baumwoll-Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/90661452_0.jpeg	Short mini denim skirt in blue and button detail	Kurzer Mini-Jeansrock in Blau und Knopfdetail
https://tlk.s3.yandex.net/Fashion-200K/70458324_3.jpeg	Slim fit black cotton top for women	Slim Fit schwarzes Baumwoll-Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/91289036_1.jpeg	Blue color women's dress with knit design	Blaues Damenkleid mit Strickmuster
https://tlk.s3.yandex.net/Fashion-200K/91217512_0.jpeg	Black and white line print women's casual t-shirt	Lässiges Damen-T-Shirt mit schwarz-weißem Liniendruck
https://tlk.s3.yandex.net/Fashion-200K/91354660_0.jpeg	Black, casual, wide leg women's trousers	Schwarze, lässige Damenhose mit weitem Bein
https://tlk.s3.yandex.net/Fashion-200K/89648068_3.jpeg	Black color women's long sleeve blouse	Schwarze Farbe Damen Langarmbluse
https://tlk.s3.yandex.net/Fashion-200K/88976596_1.jpeg	White color plain women's half sleeve blouse	Weiße einfarbige Damenbluse mit halben Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/90693023_0.jpeg	Off shoulder white cotton printed gown for women	Schulterfreies weißes Kleid mit Baumwolldruck für Damen
https://tlk.s3.yandex.net/Fashion-200K/89274368_0.jpeg	Women's mustard and hooded sports jacket	Sportjacke für Damen mit Senf und Kapuze
https://tlk.s3.yandex.net/Fashion-200K/1871327_0.jpeg	Winter wear full sleeve black jacket for women	Winterbekleidung schwarze Jacke mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91393821_4.jpeg	Slim fit black casual top for women	Slim Fit schwarzes Freizeitoberteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/91085697_1.jpeg	Slim fit white and grey printed gown for women	Schmal geschnittenes weißes und grau bedrucktes Kleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/70489928_3.jpeg	Slim fit stylihs black jacket for women	Slim Fit stylihs schwarze Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91429178_0.jpeg	Full sleeve pink floral print gown	Kleid mit vollem Ärmel und rosa Blumendruck
https://tlk.s3.yandex.net/Fashion-200K/91397257_4.jpeg	White striped and black color women's vest pants set	Weiß gestreiftes und schwarzes Damen-Westenhosen-Set
https://tlk.s3.yandex.net/Fashion-200K/89467025_0.jpeg	Loose fit black trousers for women	Loose Fit schwarze Hosen für Damen
https://tlk.s3.yandex.net/Fashion-200K/89865130_4.jpeg	Gray color plush fabric women's cardigan	Graue Farbe Plüsch Damen Strickjacke
https://tlk.s3.yandex.net/Fashion-200K/89199949_0.jpeg	Light brown colored women's jacket with belt detail	Hellbraune Damenjacke mit Gürteldetail
https://tlk.s3.yandex.net/Fashion-200K/91219809_2.jpeg	Slim fit stylish full sleeve top for women	Slim Fit stylisches Oberteil mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/89226702_0.jpeg	White and grey office wear coat for women	Weißer und grauer Büromantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/90082063_1.jpeg	Women's mini dress in white color and with straps	Damen Minikleid in weißer Farbe und mit Trägern
https://tlk.s3.yandex.net/Fashion-200K/48422990_0.jpeg	Full sleeve brown long coat for women	Brauner langer Mantel mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91400028_1.jpeg	Round neck cotton half sleeve grey t-shirt	Graues T-Shirt mit Rundhalsausschnitt und halben Ärmeln aus Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/91251947_3.jpeg	Navy blue color women's evening dress	Marineblaues Abendkleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/83932573_0.jpeg	Slim fit black partywear midi for women	Slim Fit schwarze Partykleidung Midi für Damen
https://tlk.s3.yandex.net/Fashion-200K/88157148_1.jpeg	Brown stylish leather jacket for women	Braune stylische Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91394072_1.jpeg	Orange color women long slim dress	Orange Farbe Frauen langes dünnes Kleid
https://tlk.s3.yandex.net/Fashion-200K/90040632_2.jpeg	black faux leather leggings with pockets	schwarze Leggings aus Kunstleder mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/90582837_0.jpeg	Black color short sleeve women casual tshirt	Schwarze Farbe Kurzarm Damen Casual T-Shirt
https://tlk.s3.yandex.net/Fashion-200K/90671333_0.jpeg	Over the shoulder black skirt for women	Schwarzer Rock über der Schulter für Damen
https://tlk.s3.yandex.net/Fashion-200K/69887904_3.jpeg	Net design black skirt for women	Schwarzer Rock im Netzdesign für Frauen
https://tlk.s3.yandex.net/Fashion-200K/87945418_3.jpeg	white color straight women fabric potolon	weiße Farbe gerade Frauen Stoff potolon
https://tlk.s3.yandex.net/Fashion-200K/55869057_9.jpeg	White cotton stylish skirt for women	Stilvoller Rock aus weißer Baumwolle für Damen
https://tlk.s3.yandex.net/Fashion-200K/90318755_0.jpeg	Full sleeve black jacket for women	Schwarze Jacke mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/89602607_3.jpeg	Green color women's sport and casual jacket	Grüne Sport- und Freizeitjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/90401858_0.jpeg	Smoked color women's wide leg fabric trousers	Geräucherte Farbe Damen Stoffhose mit weitem Bein
https://tlk.s3.yandex.net/Fashion-200K/81216309_3.jpeg	Black women's dress with shiny fabric	Schwarzes Damenkleid mit glänzendem Stoff
https://tlk.s3.yandex.net/Fashion-200K/91341228_3.jpeg	knee length white skirt with black flower design	knielanger weißer Rock mit schwarzem Blumenmuster
https://tlk.s3.yandex.net/Fashion-200K/87292571_0.jpeg	Women's blouse with knitted details in white color	Damenbluse mit Strickdetails in weißer Farbe
https://tlk.s3.yandex.net/Fashion-200K/90300234_2.jpeg	White Color Women's Knitted Pants Blouse Set	Weiße Farbe Damen Strickhose Bluse Set
https://tlk.s3.yandex.net/Fashion-200K/90190956_1.jpeg	mustard yellow casual pants with animal print heels	senfgelbe Freizeithose mit Animal-Print-Absätzen
https://tlk.s3.yandex.net/Fashion-200K/89022543_1.jpeg	Full sleeve black coat for women	Schwarzer Mantel mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/89766678_1.jpeg	Grey cotton casual t-shirt for women	Graues Baumwoll-Casual-T-Shirt für Damen
https://tlk.s3.yandex.net/Fashion-200K/91356418_2.jpeg	Printed full sleeve slim fit Jacket for women	Bedruckte vollärmlige Slim Fit Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/89521202_1.jpeg	Blue garterized off shoulder cotton blouse, casual	Blaue schulterfreie Baumwollbluse mit Strumpfband, lässig
https://tlk.s3.yandex.net/Fashion-200K/89572555_0.jpeg	Loose fit light brown trousers for women	Hellbraune Hose mit lockerer Passform für Damen
https://tlk.s3.yandex.net/Fashion-200K/69366004_2.jpeg	White see through cotton blouse and black tie waist leggings, casual	Weiße durchsichtige Baumwollbluse und schwarze Leggings mit Bindebund, lässig
https://tlk.s3.yandex.net/Fashion-200K/89217013_1.jpeg	Net design cotton white skirt for women	Weißer Baumwollrock im Netzdesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/76219435_0.jpeg	Deep v neck black net design top for women	Schwarzes Netzdesign-Top mit tiefem V-Ausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/88741083_1.jpeg	Black fitted low waist denim pants, casual	Schwarze taillierte Jeanshose mit niedriger Taille, lässig
https://tlk.s3.yandex.net/Fashion-200K/88909456_0.jpeg	V neck light purple cotton top for women	Hellviolettes Baumwoll-Top mit V-Ausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/89457412_1.jpeg	Black dotted midi dress for women	Schwarzes gepunktetes Midikleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/91051957_1.jpeg	Puffed jacket full sleeve winter wear for women	Puffjacke mit vollem Ärmel Winterbekleidung für Damen
https://tlk.s3.yandex.net/Fashion-200K/91043653_3.jpeg	White cotton office wear top for women	Weißes Baumwoll-Bürooberteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/88899592_1.jpeg	Slim fit black trousers for women	Slim Fit schwarze Hosen für Damen
https://tlk.s3.yandex.net/Fashion-200K/87770813_2.jpeg	Round neck printed white T-shirt for women	Bedrucktes weißes T-Shirt mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/88428378_2.jpeg	Black slim fit jeans for women	Schwarze Slim Fit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/90522880_3.jpeg	Half sleeve black round neck t-shirt for women	Schwarzes Rundhals-T-Shirt mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91311653_0.jpeg	Sleeveless round neck blue and white top for women	Ärmelloses blaues und weißes Oberteil mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/89649332_2.jpeg	Black office wear coat and trousers for women	Schwarzer Büromantel und Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/70142699_0.jpeg	Sleeveless light brown jacket for women	Ärmellose hellbraune Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91335959_2.jpeg	V neck blue cotton shirt and black three quarter leggings, sports wear	Blaues Baumwollhemd mit V-Ausschnitt und schwarze Dreiviertel-Leggings, Sportbekleidung
https://tlk.s3.yandex.net/Fashion-200K/87670729_0.jpeg	Brown stylish full skirt for women	Brauner stylischer voller Rock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/90563372_0.jpeg	Half sleeve printed midi dress for women	Bedrucktes Midikleid mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91102400_1.jpeg	Wollen winter wear skirt for women	Wollen Winter Wear Rock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91305345_0.jpeg	V neck black slim fit top with skirt	Schwarzes Slim Fit Top mit V-Ausschnitt und Rock
https://tlk.s3.yandex.net/Fashion-200K/90991211_0.jpeg	Golden partywear stylish jacket for women	Goldene Partywear stylische Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/89312931_0.jpeg	Short yoga pants, blue with flowers	Kurze Yogahose, blau mit Blumen
https://tlk.s3.yandex.net/Fashion-200K/90250153_0.jpeg	Leather jacket for woman, the color is black, it has zippers	Lederjacke für Damen, die Farbe ist schwarz, sie hat Reißverschlüsse
https://tlk.s3.yandex.net/Fashion-200K/55839320_4.jpeg	Balmain paris written sleeveless green top	Balmain paris ärmelloses grünes Oberteil mit Schriftzug
https://tlk.s3.yandex.net/Fashion-200K/68395903_9.jpeg	Stylish slim fit office wear black skirt for women	Stilvoller Slim Fit Bürokleidung schwarzer Rock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/88039612_1.jpeg	White pants with black lines on	Weiße Hose mit schwarzen Linien
https://tlk.s3.yandex.net/Fashion-200K/84748974_5.jpeg	Round neck white cotton top for women	Weißes Baumwoll-Top mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/90708196_4.jpeg	Skinny pants for woman, black color	Röhrenhose für Damen, schwarze Farbe
https://tlk.s3.yandex.net/Fashion-200K/88747549_2.jpeg	Woman jacket, the color is blue	Damenjacke, die Farbe ist blau
https://tlk.s3.yandex.net/Fashion-200K/90159435_1.jpeg	Classic black skinny pants and two colored shirt for woman	Klassische schwarze Röhrenhose und zweifarbiges Hemd für Damen
https://tlk.s3.yandex.net/Fashion-200K/87850417_0.jpeg	Slim fit office wear olive green trousers	Slim Fit Bürokleidung olivgrüne Hose
https://tlk.s3.yandex.net/Fashion-200K/91217892_3.jpeg	Slim fit light blue net transparent top	Slim Fit hellblaues transparentes Netzoberteil
https://tlk.s3.yandex.net/Fashion-200K/90082337_1.jpeg	Printed skin color skirt for women	Bedruckter hautfarbener Rock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/88834019_1.jpeg	Pink stylish casual skirt for women	Rosa stilvoller Freizeitrock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91096934_4.jpeg	Printed full sleeve casual cotton blue top	Bedrucktes, lässiges Baumwoll-Blau-Oberteil mit vollem Ärmel
https://tlk.s3.yandex.net/Fashion-200K/89664250_0.jpeg	Slim fit cotton black midi dress for women	Slim Fit schwarzes Midikleid aus Baumwolle für Damen
https://tlk.s3.yandex.net/Fashion-200K/90908861_3.jpeg	Black stylish leather jacket for women	Schwarze stylische Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/89029223_0.jpeg	Black slim fit office wear trousers for women	Schwarze Slim Fit Bürohose für Damen
https://tlk.s3.yandex.net/Fashion-200K/91339220_1.jpeg	Grey stylish office wear coat for women	Grauer stilvoller Büromantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/90460321_1.jpeg	Black office wear trouser for women	Schwarze Bürohose für Damen
https://tlk.s3.yandex.net/Fashion-200K/88238248_1.jpeg	Net design grey midi dress for women	Graues Midikleid im Netzdesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/90540974_0.jpeg	Stylish partywear brown leather skirt for women	Stylischer Partywear brauner Lederrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/90103177_0.jpeg	wine red full sleeve coat for women	weinroter Mantel mit vollem Ärmel für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91432551_1.jpeg	Half sleeve printed top with black trousers	Bedrucktes Oberteil mit halben Ärmeln und schwarzer Hose
https://tlk.s3.yandex.net/Fashion-200K/91273593_5.jpeg	Full sleeve check design shirt for women	Karohemd mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/71753923_3.jpeg	Stylish casual black denim jeans for women	Stilvolle lässige schwarze Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/91311292_2.jpeg	Full sleeve black cotton top with jeans	Schwarzes Baumwoll-Top mit langen Ärmeln und Jeans
https://tlk.s3.yandex.net/Fashion-200K/90447797_1.jpeg	Loose fit stylish orange bottom wear for women	Lockere Passform stilvolle orange Unterbekleidung für Damen
https://tlk.s3.yandex.net/Fashion-200K/87076311_5.jpeg	Printed slim fit floral design lower for women	Bedruckter Slim Fit Blumendesign niedriger für Frauen
https://tlk.s3.yandex.net/Fashion-200K/90149204_4.jpeg	Colored skirt with blue, orange and yellow	Farbiger Rock mit blau, orange und gelb
https://tlk.s3.yandex.net/Fashion-200K/67447140_1.jpeg	Floral print slim fit skirt for women	Slim Fit Rock mit Blumendruck für Damen
https://tlk.s3.yandex.net/Fashion-200K/88201444_0.jpeg	Loose fit strip design gown for women	Loose Fit Streifen Design Kleid für Frauen
https://tlk.s3.yandex.net/Fashion-200K/90107734_1.jpeg	Knee long blue skirt for woman	Knielanger blauer Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/89306303_2.jpeg	Net design black bottom wear for women	Netzdesign schwarze Unterbekleidung für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91258742_2.jpeg	Slim fit green long coat for women	Slim Fit grüner langer Mantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/59131343_3.jpeg	White coat and trouser for women	Weißer Mantel und Hose für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91287307_0.jpeg	Patterned dress with red, brown and beige	Gemustertes Kleid mit rot, Braun und beige
https://tlk.s3.yandex.net/Fashion-200K/89742260_3.jpeg	Slim fit black cotton midi dress for women	Slim Fit schwarzes Baumwoll-Midikleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/91219493_1.jpeg	Stylish jacket with black dotted skirt	Stylische Jacke mit schwarzem gepunktetem Rock
https://tlk.s3.yandex.net/Fashion-200K/88542374_1.jpeg	Dark denim pants with wide trouser leg	Dunkle Jeanshose mit weitem Hosenbein
https://tlk.s3.yandex.net/Fashion-200K/90642298_3.jpeg	Floral print partywear red full sleeve top	Partykleidung mit Blumendruck rotes Oberteil mit vollen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/75445154_0.jpeg	Stylish casual blue denim jacket for women	Stilvolle lässige blaue Jeansjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91263407_2.jpeg	Half sleeve royal blue cotton top for women	Halbarm königsblaues Baumwoll-Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/91339968_4.jpeg	Floral print round neck half sleeve top	Rundhalsausschnitt mit Blumendruck und halben Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/90604898_1.jpeg	Full sleeve pink jacket with fur cap	Rosa Jacke mit langen Ärmeln und Pelzmütze
https://tlk.s3.yandex.net/Fashion-200K/91156465_0.jpeg	Slim fit black leggings for women	Slim Fit schwarze Leggings für Damen
https://tlk.s3.yandex.net/Fashion-200K/91080423_1.jpeg	Stylish partywear brown leather jacket for women	Stylische Partywear braune Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/88688103_4.jpeg	White cotton gown dress for women	Weißes Baumwollkleid für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91232679_0.jpeg	Olive green stylish jacket for women	Olivgrüne stylische Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91338581_0.jpeg	Slim fit light blue cotton shirt for women	Hellblaues Slim Fit Baumwollhemd für Damen
https://tlk.s3.yandex.net/Fashion-200K/89661637_0.jpeg	Off Shoulder Long Sleeve White Top With Embroidery Tassel Trim	Schulterfreies, langärmliges weißes Oberteil mit Stickerei-Quastenbesatz
https://tlk.s3.yandex.net/Fashion-200K/90801844_0.jpeg	blue pants no pockets for women	blaue Hose ohne Taschen für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91112952_2.jpeg	Light blue short sleeve round neck t shirt	Hellblaues Kurzarm-Rundhals-T-Shirt
https://tlk.s3.yandex.net/Fashion-200K/91243434_3.jpeg	Charcoal cotton turtle neck long sleeve top, white check short sleeve belted jacket, black ripped knee denim and reptile skin ankle boot	Anthrazitfarbenes Baumwoll-Langarmshirt mit Rollkragen, weiße Karo-Kurzarmjacke mit Gürtel, schwarzer zerrissener Knie-Denim und Stiefelette aus Reptilienhaut
https://tlk.s3.yandex.net/Fashion-200K/58029751_2.jpeg	Women's long sleeve white t-shirt with collar and long black classic pant	Weißes Damen-Langarmshirt mit Kragen und langer schwarzer klassischer Hose
https://tlk.s3.yandex.net/Fashion-200K/91360657_3.jpeg	black fabric for skirts or pants	schwarzer Stoff für Röcke oder Hosen
https://tlk.s3.yandex.net/Fashion-200K/90338711_0.jpeg	Sleeveless Dress for women A Line	Ärmelloses Kleid für Damen A-Linie
